title,clubName,location,date,lateRegTime,buyIn,guarantee,startingStack,blindDuration,clubLogo,durationDays,isFeatured,hasOverlayWarning,createdAt,updatedAt,id,_createTime,_updateTime,clockUrl,customBgColor,isHot,promotionLevel,pinnedDays,hasLivestream,promoInfo
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-10T12:00:00.000Z,2026-06-10T12:00:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.276Z,2026-05-15T08:26:05.276Z,qwhsi3wn4,2026-05-15T08:26:05.287928Z,2026-05-15T08:26:05.287928Z,,,,,,,
RPT TIGER CUP - DAY 1D TURBO - 12.5% ITM,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-09T09:30:00.000Z,2026-06-09T09:30:00.000Z,"22,000,000",5B,"40,000",30/25,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:03.839Z,2026-05-15T08:26:03.839Z,qxthszr4w,2026-05-15T08:26:03.851360Z,2026-05-15T08:26:03.851360Z,,,,,,,
RPT OPENER EVENT - DAY 1D 15% ITM,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T09:30:00.000Z,2026-06-04T15:35:00.000Z,"6,600,000",5B,"30,000",30/25,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.827Z,2026-05-15T08:25:30.827Z,qycwjjkn1,2026-05-15T08:25:30.845386Z,2026-05-15T08:25:30.845386Z,,,,,,,
SATELLITE TO RPT SUPER HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-05T03:30:00.000Z,2026-06-05T05:04:00.000Z,"8,500,000",-,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:31.768Z,2026-05-15T08:25:31.768Z,r0vn4kz0s,2026-05-15T08:25:31.785055Z,2026-05-15T08:25:31.785055Z,,,,,,,
RPT THANK YOU,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-16T04:30:00.000Z,2026-06-16T04:30:00.000Z,"8,800,000",1B,"50,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:11.017Z,2026-05-15T08:26:11.017Z,r0xiud8yx,2026-05-15T08:26:11.031726Z,2026-05-15T08:26:11.031726Z,,,,,,,
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-06T16:30:00.000Z,2026-06-06T17:40:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:34.130Z,2026-05-15T08:25:34.130Z,r2jzwts88,2026-05-15T08:25:34.150144Z,2026-05-15T08:25:34.150144Z,,,,,,,
RPT RELAX EVENT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-14T14:30:00.000Z,2026-06-14T14:30:00.000Z,"1,800,000",15M,"40,000",20/15,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:09.785Z,2026-05-15T08:26:09.785Z,r4vmcfqno,2026-05-15T08:26:09.800491Z,2026-05-15T08:26:09.800491Z,,,,,,,
RPT TIGER CUP - DAY 1A (BONUS 50M FOR CHIP LEADER) - 12.5% ITM,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-08T03:30:00.000Z,2026-06-08T10:30:00.000Z,"22,000,000",5B,"40,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:35.633Z,2026-05-15T08:25:35.633Z,r5xeg3eo6,2026-05-15T08:25:35.642425Z,2026-05-15T08:25:35.642425Z,,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T12:00:00.000Z,2026-06-12T12:00:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.477Z,2026-05-15T08:26:07.477Z,r6nsywj0x,2026-05-15T08:26:07.488418Z,2026-05-15T08:26:07.488418Z,,,,,,,
#9 DEEPSTACK TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-20T12:00:00.000Z,2026-05-20T13:20:00.000Z,5.35M + 650K,-,25K,15',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.947Z,2026-05-17T18:06:31.947Z,r80x5bnm2,2026-05-17T18:06:31.956248Z,2026-05-17T18:06:31.956248Z,,,,,,,
HEAVEN DEEPSTACK ITM 15%,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-27T10:00:00.000Z,2026-05-27T14:07:00.000Z,1.2M,30 (Entries),30K,25'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:18.648Z,2026-05-24T16:59:18.648Z,r9j2gvk2v,2026-05-24T16:59:18.657150Z,2026-05-24T16:59:18.657150Z,,,,,,,
Superstack 8-Max ( 20% ITM ),Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-31T10:30:00.000Z,2026-05-31T14:25:00.000Z,2.3M,30E,40K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:41.975Z,2026-05-24T16:59:41.975Z,ra782gf8o,2026-05-24T16:59:41.985458Z,2026-05-24T16:59:41.985458Z,,,,,,,
R - RELAX 1M8 (25% ITM) (8-MAX),Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-26T14:30:00.000Z,2026-05-26T16:35:00.000Z,1.8M,10E,40K,20'-15',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:57.913Z,2026-05-24T16:59:57.913Z,rc4bo58uh,2026-05-24T16:59:57.922585Z,2026-05-24T16:59:57.922585Z,,,,,,,
RPT OPENER EVENT - FINAL DAY,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-05T04:00:00.000Z,2026-06-05T04:00:00.000Z,-,5B,-,30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:31.880Z,2026-05-15T08:25:31.880Z,rehuirhps,2026-05-15T08:25:31.900232Z,2026-05-15T08:25:31.900232Z,,,,,,,
#18 SUPER HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-21T14:30:00.000Z,2026-05-21T15:50:00.000Z,2M + 300K,-,12K,10',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.840Z,2026-05-17T18:06:32.840Z,rfry6bvyw,2026-05-17T18:06:32.848527Z,2026-05-17T18:06:32.848527Z,,,,,,,
HEAVEN DEEPSTACK ITM 15%,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-26T10:00:00.000Z,2026-05-26T14:07:00.000Z,1.2M,30 (Entries),30K,25'-22',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:18.268Z,2026-05-24T16:59:18.268Z,rhl59k8u2,2026-05-24T16:59:18.291137Z,2026-05-24T16:59:18.291137Z,,,,,,,
CENTER - P FAST AND FURIOUS,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-25T11:30:00.000Z,2026-05-25T14:50:00.000Z,720K,100e,18K,18'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:57.171Z,2026-05-24T16:58:57.171Z,riuh1pdt3,2026-05-24T16:58:57.180627Z,2026-05-24T16:58:57.180627Z,,,,,,,
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-05T16:30:00.000Z,2026-06-05T17:40:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:32.762Z,2026-05-15T08:25:32.762Z,rkc87s2px,2026-05-15T08:25:32.794262Z,2026-05-15T08:25:32.794262Z,,,,,,,
Trò chơi MINI HIGH ROLLER (8-max),Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-26T04:00:00.000Z,2026-05-26T09:40:00.000Z,8.8M,300M,100K,30'-27',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:17.653Z,2026-05-26T04:37:51.920Z,rsvx5l2u5,2026-05-24T17:00:17.663310Z,2026-05-26T04:37:51.973406Z,https://web.facebook.com/ho.chi.minh.522329/videos/1670110854119548,,,,,,
SATELLITE TO RPT MAIN EVENT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-11T03:00:00.000Z,2026-06-11T03:00:00.000Z,"3,100,000",2 SEATS,"8,000",12/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:05.738Z,2026-05-15T08:26:05.738Z,s2hoyl6dg,2026-05-15T08:26:05.757988Z,2026-05-15T08:26:05.757988Z,,,,,,,
Trò chơi HAPPY,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-31T03:00:00.000Z,2026-05-31T06:35:00.000Z,1.2M,150M,20K,20'-15',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:20.969Z,2026-05-24T17:00:20.969Z,s8ae4bvj9,2026-05-24T17:00:20.987038Z,2026-05-24T17:00:20.987038Z,,,,,,,
R - FRIDAY VISCOUNT,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-29T04:00:00.000Z,2026-05-29T10:38:00.000Z,2.5M,100E,50K,33'-28',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:59.821Z,2026-05-29T04:32:55.367Z,sgpxtajtl,2026-05-24T16:59:59.836051Z,2026-05-29T04:32:55.397847Z,https://www.facebook.com/RoyalPokerHanoi/videos/1661348148465393,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T12:00:00.000Z,2026-06-04T16:05:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:31.040Z,2026-05-15T08:25:31.040Z,sitmtjsxm,2026-05-15T08:25:31.049376Z,2026-05-15T08:25:31.049376Z,,,,,,,
#39 SUPER HIGH ROLLER DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-26T05:30:00.000Z,2026-05-26T05:30:00.000Z,-,-,-,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:36.075Z,2026-05-17T18:06:36.075Z,sivxdiquc,2026-05-17T18:06:36.084918Z,2026-05-17T18:06:36.084918Z,,,,,,,
RPT HAPPY NIGHT (25% ITM),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-03T16:30:00.000Z,2026-06-03T17:40:00.000Z,"2,300,000",12M,"40,000",15/10,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.275Z,2026-05-15T08:25:30.275Z,ska0742k5,2026-05-15T08:25:30.285174Z,2026-05-15T08:25:30.285174Z,,,,,,,
SATELLITE FOR CENTER-P LEGACY SUPER BOOST,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-30T03:30:00.000Z,2026-05-30T05:00:00.000Z,500K,4 TICKETS,8K,12',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:00.336Z,2026-05-24T16:59:00.336Z,skwslcydg,2026-05-24T16:59:00.358249Z,2026-05-24T16:59:00.358249Z,,,,,,,
#44 HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-25T13:00:00.000Z,2026-05-25T14:34:00.000Z,3M + 400K,-,15K,12',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.763Z,2026-05-17T18:06:35.763Z,sl1fggq9u,2026-05-17T18:06:35.771569Z,2026-05-17T18:06:35.771569Z,,,,,,,
#34 MINI HIGH ROLLER,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-24T11:00:00.000Z,2026-05-24T14:40:00.000Z,20M + 2M,500M,100K,25',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:34.822Z,2026-05-17T18:06:34.822Z,spg30bc7g,2026-05-17T18:06:34.830997Z,2026-05-17T18:06:34.830997Z,,,,,,,
Trò chơi RELAX,Saigon Poker Room,"280 Nam Ky Khoi Nghia Street, Xuan Hoa Ward, Ho Chi Minh City",2026-05-30T13:00:00.000Z,2026-05-30T14:44:00.000Z,400K,10M,12K,12',https://i.ibb.co/1YLLwDm1/91b1274f7673.jpg,1,False,False,2026-05-24T17:00:20.785Z,2026-05-24T17:00:20.785Z,sqfu3a94p,2026-05-24T17:00:20.794600Z,2026-05-24T17:00:20.794600Z,,,,,,,
CENTER - P EVENING DEEPSTACK TURBO,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-28T14:00:00.000Z,2026-05-28T16:10:00.000Z,2.3M,10e,40K,20'-15',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:59.525Z,2026-05-24T16:58:59.525Z,ssovdehce,2026-05-24T16:58:59.535149Z,2026-05-24T16:58:59.535149Z,,,,,,,
HEAVEN ROUTINE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-27T08:30:00.000Z,2026-05-27T12:30:00.000Z,480k,100 (Entries),20K,22'-18',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:18.558Z,2026-05-24T16:59:18.558Z,sye7x52co,2026-05-24T16:59:18.568734Z,2026-05-24T16:59:18.568734Z,,,,,,,
R - DEEPSTACK TURBO,Royal Poker Club,"195 Kham Thien, Dong Da, Ha Noi ",2026-05-27T08:30:00.000Z,2026-05-27T13:15:00.000Z,720K,100E,25K,22'-20',https://i.ibb.co/VWmWSTbm/e60e4bbd45f7.jpg,1,False,False,2026-05-24T16:59:58.485Z,2026-05-24T16:59:58.485Z,t6c6g4ver,2026-05-24T16:59:58.523214Z,2026-05-24T16:59:58.523214Z,,,,,,,
RPT MEGASTACK HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-04T05:00:00.000Z,2026-06-04T12:00:00.000Z,"44,000,000",2B,"200,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:30.627Z,2026-05-15T08:25:30.627Z,t969orte8,2026-05-15T08:25:30.655409Z,2026-05-15T08:25:30.655409Z,,,,,,,
#24 8 HANDED HYPER TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-22T13:00:00.000Z,2026-05-22T14:34:00.000Z,3M + 400K,-,15K,12',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:33.503Z,2026-05-17T18:06:33.503Z,thq4egv5j,2026-05-17T18:06:33.512602Z,2026-05-17T18:06:33.512602Z,,,,,,,
RPT MONDAY BARON,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-15T04:30:00.000Z,2026-06-15T04:30:00.000Z,"6,600,000",600M,"40,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:10.257Z,2026-05-15T08:26:10.257Z,tijowsdof,2026-05-15T08:26:10.270824Z,2026-05-15T08:26:10.270824Z,,,,,,,
CENTER - P MINI DEEP STACK,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T10:00:00.000Z,2026-05-31T14:15:00.000Z,3.3M,30e,40K,25',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.555Z,2026-05-24T16:59:01.555Z,tixgydtin,2026-05-24T16:59:01.565141Z,2026-05-24T16:59:01.565141Z,,,,,,,
#58 MAIN EVENT DAY 1F TURBO,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-30T09:00:00.000Z,2026-05-30T13:00:00.000Z,26.85M + 3.15M,30B,40K,20',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:38.745Z,2026-05-17T18:06:38.745Z,tk0dao0p0,2026-05-17T18:06:38.756995Z,2026-05-17T18:06:38.756995Z,,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-03T12:00:00.000Z,2026-06-03T16:05:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:25:29.871Z,2026-05-15T08:25:29.871Z,tkdmgklhh,2026-05-15T08:25:29.891800Z,2026-05-15T08:25:29.891800Z,,,,,,,
#59 HIGH ROLLER CHAMPIONSHIP DAY 1,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-28T04:30:00.000Z,2026-05-28T13:00:00.000Z,80M + 8M,2.4B,200K,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:37.360Z,2026-05-28T04:48:16.090Z,tl1ufhpiy,2026-05-17T18:06:37.369131Z,2026-05-28T04:48:16.142175Z,https://www.facebook.com/61550020584729/videos/3180971942093600,,,,,,
Daily Megastack,Quads Poker Club,"Tầng 2 - R6,  Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hanoi ",2026-05-26T03:00:00.000Z,2026-05-26T08:05:00.000Z,960K,100E,50K,30'/20',https://i.ibb.co/dJVDqZSD/7187759d4e2b.jpg,1,False,False,2026-05-24T16:59:38.954Z,2026-05-26T04:40:20.677Z,tl5fsqvt0,2026-05-24T16:59:38.962934Z,2026-05-26T04:40:20.701367Z,https://web.facebook.com/quads.live/videos/2157265775055562,,,,,,
RPT MAIN EVENT - DAY 1D,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-12T03:30:00.000Z,2026-06-12T03:30:00.000Z,"27,500,000",20B,"40,000",40/35,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:07.133Z,2026-05-15T08:26:07.133Z,tqvegwu3z,2026-05-15T08:26:07.143327Z,2026-05-15T08:26:07.143327Z,,,,,,,
CENTER - P MAIN EVENT 4.5 LIVE,Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-28T04:00:00.000Z,2026-05-28T10:54:00.000Z,4.5M,80e,40K,32'-28',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:58:59.072Z,2026-05-28T04:52:28.802Z,tskbna81g,2026-05-24T16:58:59.080362Z,2026-05-28T04:52:28.841577Z,https://www.facebook.com/centerpoint.pokerclub/videos/984527200629402,,,,,,
HEAVEN ROUTINE,Heaven Poker Club,"7th Floor, IP3 Building, Imperial Plaza 360 Giai Phong Street, Phuong Liet Ward, Hanoi",2026-05-29T08:30:00.000Z,2026-05-29T12:30:00.000Z,480k,100 (Entries),20K,22'-18',https://i.ibb.co/pj7Mnrxk/9c8aa56e97cd.jpg,1,False,False,2026-05-24T16:59:19.287Z,2026-05-24T16:59:19.287Z,ty57gkocv,2026-05-24T16:59:19.298289Z,2026-05-24T16:59:19.298289Z,,,,,,,
RPT TUESDAY KNIGHT,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-09T04:30:00.000Z,2026-06-09T04:30:00.000Z,"5,500,000",600M,"40,000",35/30,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:03.637Z,2026-05-15T08:26:03.637Z,uatq316o6,2026-05-15T08:26:03.671818Z,2026-05-15T08:26:03.671818Z,,,,,,,
RPT MINI HIGH ROLLER,Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-14T12:00:00.000Z,2026-06-14T12:00:00.000Z,"16,500,000",300M,"100,000",25/20,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:09.525Z,2026-05-15T08:26:09.525Z,ufclp8lnm,2026-05-15T08:26:09.540983Z,2026-05-15T08:26:09.540983Z,,,,,,,
#1 MADNESS KICK OFF DAY 2,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-21T05:00:00.000Z,2026-05-21T05:00:00.000Z,-,10B,-,40',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:32.431Z,2026-05-17T18:06:32.431Z,ujs5b7gpc,2026-05-17T18:06:32.442829Z,2026-05-17T18:06:32.442829Z,,,,,,,
#38 CHAMPIONSHIP EVENT DAY 1C,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-26T03:00:00.000Z,2026-05-26T09:00:00.000Z,22.35M + 2.65M,-,40K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:35.917Z,2026-05-27T04:33:36.930Z,uml6p3rmi,2026-05-17T18:06:35.926178Z,2026-05-27T04:33:36.952552Z,https://web.facebook.com/Livegrandloyal/videos/877268164653924,grad-ocean,True,none,,True,
RPT MAIN EVENT - DAY 1B (BONUS 80M FOR CHIP LEADER),Royal Poker Tour 3,"195 Khâm Thiên, Đống Đa, Hà Nội",2026-06-11T03:30:00.000Z,2026-06-11T03:30:00.000Z,"27,500,000",20B,"40,000",40/35,https://i.ibb.co/2GK7bMT/549690987-122228889626254313-6971684959001424711-n-jpg-nc-cat-108-ccb-1-7-nc-sid-1d70fc-nc-eui2-A.jpg,1,False,False,2026-05-15T08:26:06.017Z,2026-05-15T08:26:06.017Z,uskpz1yyu,2026-05-15T08:26:06.033175Z,2026-05-15T08:26:06.033175Z,,,,,,,
CENTER - P LEGACY SUPER BOOST (D2),Center Point Poker Club,"5th Floor - Center Point Shopping Mall, 27 Le Van Luong Street, Thanh Xuan Ward, Hanoi",2026-05-31T05:00:00.000Z,2026-05-31T05:00:00.000Z,Qualified,2B,-,35',https://i.ibb.co/8LDHhLKj/0a0c4a187065.jpg,1,False,False,2026-05-24T16:59:01.253Z,2026-05-24T16:59:01.253Z,uv1uurcq7,2026-05-24T16:59:01.262051Z,2026-05-24T16:59:01.262051Z,,,,,,,
#58 MAIN EVENT DAY 3,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-06-01T05:00:00.000Z,2026-06-01T05:00:00.000Z,-,30B,-,60',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:39.764Z,2026-05-17T18:06:39.764Z,uvo7tci5v,2026-05-17T18:06:39.774339Z,2026-05-17T18:06:39.774339Z,,,,,,,
#6 HIGH ROLLER: MIDWEEK SPECIAL,USOP Halong 2026,"InterContinental Halong,  Marina Urban Area, Bãi Cháy, Quảng Ninh",2026-05-20T04:30:00.000Z,2026-05-20T11:00:00.000Z,50M + 5M,1.5B,100K,30',https://userieschampionship.com/wp-content/uploads/2024/04/Usop_Logo.png,1,False,False,2026-05-17T18:06:31.604Z,2026-05-20T04:47:31.883Z,uwgmc05gg,2026-05-17T18:06:31.614135Z,2026-05-20T04:47:31.940792Z,https://www.facebook.com/61550020584729/videos/945533541650909,,,,,,
